CUSTID,SDATE,PRODUCTID,L_CLASS,M_CLASS,SUBTOTAL
100925,2019-07-22,9905000,"SHOES","SHOES02",1872
100925,2019-10-09,9912106,"BAG","BAG01",2821
100927,2019-01-09,9912250,"COSMETICS","COSMETICS03",7980
100927,2019-01-09,9922916,"COSMETICS","COSMETICS03",15960
100927,2019-01-24,9900013,"BAG","BAG02",1326
100927,2019-01-24,9901456,"SHOES","SHOES03",2280
100927,2019-03-14,9903968,"BAG","BAG03",1555
100927,2019-03-21,9915665,"COSMETICS","COSMETICS03",2090
100927,2019-03-21,9903266,"COSMETICS","COSMETICS03",1026
100927,2019-04-11,9901151,"SHOES","SHOES03",5320
100927,2019-04-25,9900013,"BAG","BAG02",1326
100927,2019-04-25,9906571,"COSMETICS","COSMETICS03",2464
100927,2019-05-10,9900213,"BAG","BAG03",3008
100927,2019-06-06,9901151,"SHOES","SHOES03",5320
100927,2019-06-14,9905615,"COSMETICS","COSMETICS01",1368
100927,2019-08-16,9901151,"SHOES","SHOES03",5320
100927,2019-09-26,9901151,"SHOES","SHOES03",5320
100927,2019-10-31,9901151,"SHOES","SHOES03",5320
100927,2019-12-05,9901151,"SHOES","SHOES03",5320
100929,2019-01-01,9902621,"BAG","BAG03",15400
100929,2019-01-14,9903312,"SHOES","SHOES03",1080
100929,2019-01-14,9938767,"BAG","BAG01",8526
100929,2019-01-14,9925262,"BAG","BAG01",6744
100929,2019-01-14,9924056,"COSMETICS","COSMETICS03",2280
100929,2019-01-26,9908469,"BAG","BAG01",2110
100929,2019-01-26,9902621,"BAG","BAG03",11000
100929,2019-01-26,9911103,"BAG","BAG03",11440
100929,2019-01-26,9912619,"BAG","BAG03",12840
100929,2019-01-26,9923515,"BAG","BAG03",8920
100929,2019-01-31,9911616,"COSMETICS","COSMETICS03",1881
100929,2019-01-31,9928655,"SHOES","SHOES03",4997
100929,2019-02-11,9900307,"BAG","BAG02",2880
100929,2019-02-11,9904303,"SHOES","SHOES03",2793
100929,2019-02-12,9914027,"BAG","BAG02",6600
100929,2019-02-14,9928655,"SHOES","SHOES03",4997
100929,2019-02-17,9913571,"SHOES","SHOES03",1842
100929,2019-02-17,9904332,"SHOES","SHOES03",3300
100929,2019-02-23,9902700,"SHOES","SHOES03",3860
100929,2019-02-23,9931703,"BAG","BAG01",14568
100929,2019-03-06,9923515,"BAG","BAG03",44600
100929,2019-03-12,9904756,"SHOES","SHOES03",1290
100929,2019-03-12,9905267,"SHOES","SHOES03",2160
100929,2019-03-12,9905703,"SHOES","SHOES03",1170
100929,2019-03-13,9911818,"BAG","BAG01",2140
100929,2019-03-13,9904756,"SHOES","SHOES03",1290
100929,2019-03-14,9923515,"BAG","BAG03",25422
100929,2019-03-14,9911103,"BAG","BAG03",10868
100929,2019-03-14,9931703,"BAG","BAG01",20760
100929,2019-03-21,9900958,"SHOES","SHOES03",7180
100929,2019-03-21,9904303,"SHOES","SHOES03",4655
100929,2019-03-28,9901412,"BAG","BAG03",4703
100929,2019-04-09,9900409,"SHOES","SHOES03",3580
100929,2019-04-09,9903312,"SHOES","SHOES03",2160
100929,2019-04-09,9903457,"SHOES","SHOES03",3120
100929,2019-04-15,9910067,"BAG","BAG02",1500
100929,2019-04-17,9922401,"BAG","BAG03",1580
100929,2019-04-17,9938768,"BAG","BAG03",1275
100929,2019-04-18,9938770,"BAG","BAG03",2215
100929,2019-04-23,9902621,"BAG","BAG03",13200
100929,2019-04-23,9912619,"BAG","BAG03",25680
100929,2019-05-03,9922401,"BAG","BAG03",1200
100929,2019-05-03,9922402,"BAG","BAG03",50876
100929,2019-05-13,9901738,"BAG","BAG03",1045
100929,2019-05-21,9907381,"COSMETICS","COSMETICS03",1155
100929,2019-05-21,9907375,"COSMETICS","COSMETICS03",1110
100929,2019-05-21,9911606,"COSMETICS","COSMETICS03",2660
100929,2019-05-21,9925384,"COSMETICS","COSMETICS03",2720
100929,2019-05-21,9906229,"COSMETICS","COSMETICS03",1010
100929,2019-05-21,9906231,"COSMETICS","COSMETICS03",1100
100929,2019-05-21,9900169,"SHOES","SHOES03",1430
100929,2019-06-03,9913090,"SHOES","SHOES03",1490
100929,2019-06-03,9901955,"SHOES","SHOES03",1880
100929,2019-06-17,9901275,"SHOES","SHOES03",1368
100929,2019-06-17,9914027,"BAG","BAG02",7671
100929,2019-06-17,9900958,"SHOES","SHOES03",7180
100929,2019-06-17,9923414,"SHOES","SHOES03",6821
100929,2019-06-25,9904292,"BAG","BAG02",2490
100929,2019-06-29,9933341,"SHOES","SHOES03",2222
100929,2019-07-10,9900958,"SHOES","SHOES03",6600
100929,2019-07-10,9900813,"SHOES","SHOES03",1596
100929,2019-08-05,9931808,"BAG","BAG03",1050
100929,2019-08-05,9922403,"BAG","BAG03",1400
100929,2019-08-05,9931809,"BAG","BAG03",1035
100929,2019-08-05,9922401,"BAG","BAG03",1500
100929,2019-08-08,9922020,"COSMETICS","COSMETICS02",3363
100929,2019-09-10,9906970,"BAG","BAG03",1386
100929,2019-09-10,9911583,"BAG","BAG03",1134
100929,2019-09-21,9900263,"BAG","BAG02",2980
100929,2019-09-23,9900958,"SHOES","SHOES03",10770
100929,2019-09-23,9901275,"SHOES","SHOES03",4104
100929,2019-09-23,9923414,"SHOES","SHOES03",20463
100929,2019-09-24,9902155,"SHOES","SHOES03",2670
100929,2019-09-28,9906300,"SHOES","SHOES03",2500
100929,2019-09-28,9908799,"SHOES","SHOES03",1225
100929,2019-10-19,9900227,"COSMETICS","COSMETICS02",6232
100929,2019-11-23,9901196,"SHOES","SHOES03",7950
100929,2019-11-23,9913307,"SHOES","SHOES02",4460
100929,2019-12-09,9938774,"SHOES","SHOES03",1854
100929,2019-12-12,9910130,"COSMETICS","COSMETICS03",1301
100929,2019-12-12,9904310,"COSMETICS","COSMETICS03",1330
100929,2019-12-12,9922950,"COSMETICS","COSMETICS03",1973
100929,2019-12-12,9909960,"COSMETICS","COSMETICS03",1169
100929,2019-12-12,9900880,"COSMETICS","COSMETICS03",1881
100930,2019-10-02,9901983,"COSMETICS","COSMETICS02",1048
100931,2019-03-01,9904987,"BAG","BAG01",4950
100931,2019-05-12,9911874,"COSMETICS","COSMETICS02",1440
100931,2019-07-29,9900217,"COSMETICS","COSMETICS02",6980
100931,2019-08-19,9900307,"BAG","BAG02",1035
100931,2019-08-26,9916297,"SHOES","SHOES02",2052
100933,2019-07-08,9901062,"SHOES","SHOES03",29000
100933,2019-07-27,9907296,"COSMETICS","COSMETICS03",2500
100933,2019-08-10,9901013,"SHOES","SHOES03",1242
100933,2019-08-10,9900087,"SHOES","SHOES03",2880
100933,2019-08-10,9903322,"SHOES","SHOES03",2720
100933,2019-08-10,9902154,"SHOES","SHOES03",1350
100933,2019-08-12,9901912,"BAG","BAG01",14280
100933,2019-08-25,9901448,"SHOES","SHOES03",1890
100933,2019-10-13,9925786,"SHOES","SHOES03",1550
100933,2019-12-01,9901259,"BAG","BAG03",4037
100933,2019-12-01,9900587,"SHOES","SHOES03",1800
100936,2019-01-27,9905556,"COSMETICS","COSMETICS01",1895
100936,2019-01-27,9910405,"COSMETICS","COSMETICS03",1056
100936,2019-01-27,9900603,"COSMETICS","COSMETICS03",2210
100936,2019-01-27,9910399,"COSMETICS","COSMETICS03",1056
100936,2019-01-27,9910400,"COSMETICS","COSMETICS03",1056
100936,2019-02-21,9918780,"COSMETICS","COSMETICS01",1388
100936,2019-02-21,9902898,"COSMETICS","COSMETICS01",1388
100936,2019-02-21,9904335,"COSMETICS","COSMETICS01",1942
100936,2019-02-21,9902895,"COSMETICS","COSMETICS01",1388
100936,2019-02-21,9903975,"COSMETICS","COSMETICS01",3648
100936,2019-02-21,9911911,"COSMETICS","COSMETICS01",1388
100936,2019-03-24,9910398,"COSMETICS","COSMETICS03",1056
100936,2019-03-24,9910407,"COSMETICS","COSMETICS03",2112
100936,2019-03-24,9910400,"COSMETICS","COSMETICS03",1056
100936,2019-03-24,9901256,"COSMETICS","COSMETICS01",2552
100936,2019-03-25,9901492,"COSMETICS","COSMETICS01",8400
100936,2019-04-10,9904791,"COSMETICS","COSMETICS01",1280
100936,2019-04-10,9900769,"COSMETICS","COSMETICS01",4500
100936,2019-04-10,9903004,"COSMETICS","COSMETICS01",3200
100936,2019-05-16,9903975,"COSMETICS","COSMETICS01",1824
100936,2019-05-16,9901255,"COSMETICS","COSMETICS01",1972
100936,2019-05-16,9901046,"COSMETICS","COSMETICS03",2005
100936,2019-05-30,9901492,"COSMETICS","COSMETICS01",13300
100936,2019-06-27,9901046,"COSMETICS","COSMETICS03",2005
100936,2019-06-27,9910399,"COSMETICS","COSMETICS03",1003
100936,2019-06-27,9910407,"COSMETICS","COSMETICS03",1003
100936,2019-06-27,9910398,"COSMETICS","COSMETICS03",1003
100936,2019-06-27,9901255,"COSMETICS","COSMETICS01",1972
100936,2019-06-27,9910400,"COSMETICS","COSMETICS03",1003
100936,2019-06-27,9910405,"COSMETICS","COSMETICS03",1003
100936,2019-07-18,9903975,"COSMETICS","COSMETICS01",1824
100936,2019-07-18,9902932,"COSMETICS","COSMETICS01",1972
100936,2019-07-18,9910399,"COSMETICS","COSMETICS03",1003
100936,2019-07-18,9901255,"COSMETICS","COSMETICS01",1972
100936,2019-07-18,9910400,"COSMETICS","COSMETICS03",1003
100936,2019-07-18,9905556,"COSMETICS","COSMETICS01",1800
100936,2019-08-08,9901046,"COSMETICS","COSMETICS03",2005
100936,2019-08-08,9900603,"COSMETICS","COSMETICS03",2100
100936,2019-09-05,9910407,"COSMETICS","COSMETICS03",1003
100936,2019-09-05,9901492,"COSMETICS","COSMETICS01",5320
100936,2019-09-05,9901489,"COSMETICS","COSMETICS01",3648
100936,2019-09-05,9910398,"COSMETICS","COSMETICS03",1003
100936,2019-09-05,9914887,"COSMETICS","COSMETICS03",1248
100936,2019-09-05,9910405,"COSMETICS","COSMETICS03",1003
100936,2019-09-05,9903753,"COSMETICS","COSMETICS01",1942
100936,2019-09-05,9902588,"COSMETICS","COSMETICS01",2913
100936,2019-10-03,9910400,"COSMETICS","COSMETICS03",1003
100936,2019-10-03,9900274,"COSMETICS","COSMETICS01",1502
100936,2019-10-03,9910399,"COSMETICS","COSMETICS03",1003
100936,2019-10-31,9910400,"COSMETICS","COSMETICS03",1003
100936,2019-10-31,9910405,"COSMETICS","COSMETICS03",1003
100936,2019-10-31,9910399,"COSMETICS","COSMETICS03",1003
100936,2019-11-23,9901489,"COSMETICS","COSMETICS01",7680
100936,2019-11-23,9901492,"COSMETICS","COSMETICS01",5600
100936,2019-12-26,9910398,"COSMETICS","COSMETICS03",1992
100936,2019-12-26,9902932,"COSMETICS","COSMETICS01",1946
100936,2019-12-26,9910407,"COSMETICS","COSMETICS03",1992
100937,2019-03-19,9900292,"SHOES","SHOES03",3960
100937,2019-03-19,9901224,"BAG","BAG03",6300
100937,2019-04-14,9901187,"SHOES","SHOES03",2700
100938,2019-02-16,9900243,"SHOES","SHOES02",1980
100938,2019-03-16,9901465,"COSMETICS","COSMETICS01",1596
100938,2019-04-23,9903416,"COSMETICS","COSMETICS03",1280
100938,2019-08-10,9904893,"SHOES","SHOES02",2214
100939,2019-01-09,9900960,"SHOES","SHOES03",1350
100939,2019-01-22,9912464,"BAG","BAG02",1000
100939,2019-01-28,9903811,"COSMETICS","COSMETICS02",5360
100939,2019-02-18,9906742,"SHOES","SHOES03",2340
100939,2019-02-18,9906741,"SHOES","SHOES03",2070
100939,2019-03-10,9902149,"SHOES","SHOES03",2330
100939,2019-03-17,9903328,"SHOES","SHOES03",1660
100939,2019-03-24,9903082,"SHOES","SHOES03",1440
100939,2019-04-08,9903193,"SHOES","SHOES03",4370
100939,2019-04-09,9900236,"SHOES","SHOES03",1150
100939,2019-04-23,9912441,"COSMETICS","COSMETICS03",2160
100939,2019-04-23,9906244,"COSMETICS","COSMETICS03",2160
100939,2019-05-17,9938810,"BAG","BAG02",1239
100939,2019-05-27,9901792,"SHOES","SHOES03",1100
100939,2019-05-29,9906370,"BAG","BAG03",4688
100939,2019-05-29,9912864,"BAG","BAG03",1476
100939,2019-05-29,9907038,"BAG","BAG03",1172
100939,2019-06-01,9906486,"BAG","BAG02",2200
100939,2019-06-03,9900227,"COSMETICS","COSMETICS02",1300
100939,2019-06-09,9905970,"BAG","BAG03",1700
100939,2019-07-23,9932872,"BAG","BAG03",2140
100939,2019-08-13,9905976,"BAG","BAG03",3000
100939,2019-09-09,9903302,"SHOES","SHOES03",3980
100939,2019-09-30,9906300,"SHOES","SHOES03",2500
100939,2019-10-05,9901359,"SHOES","SHOES03",1440
100939,2019-10-16,9921663,"SHOES","SHOES03",1082
100939,2019-10-21,9901071,"SHOES","SHOES03",1320
100939,2019-11-02,9900227,"COSMETICS","COSMETICS02",2600
100939,2019-11-10,9900078,"COSMETICS","COSMETICS03",2100
100939,2019-11-11,9903272,"COSMETICS","COSMETICS03",5302
100939,2019-11-20,9932872,"BAG","BAG03",2260
100939,2019-11-20,9901780,"COSMETICS","COSMETICS03",7200
100939,2019-11-20,9900078,"COSMETICS","COSMETICS03",12600
100939,2019-11-23,9902150,"SHOES","SHOES03",1848
100939,2019-11-23,9903290,"SHOES","SHOES03",1176
100939,2019-11-24,9902131,"COSMETICS","COSMETICS03",1320
100939,2019-11-24,9902150,"SHOES","SHOES03",3080
100939,2019-12-01,9900280,"COSMETICS","COSMETICS01",1110
100939,2019-12-07,9900590,"SHOES","SHOES02",7650
100939,2019-12-07,9901793,"SHOES","SHOES03",1410
100939,2019-12-07,9901359,"SHOES","SHOES03",4320
100939,2019-12-09,9900024,"SHOES","SHOES03",1596
100939,2019-12-09,9900958,"SHOES","SHOES03",1881
100939,2019-12-16,9905707,"SHOES","SHOES03",11600
100939,2019-12-16,9901275,"SHOES","SHOES03",1197
100939,2019-12-18,9905205,"SHOES","SHOES03",1539
100939,2019-12-18,9908806,"SHOES","SHOES03",1077
100939,2019-12-18,9908798,"SHOES","SHOES03",1154
100939,2019-12-30,9909557,"COSMETICS","COSMETICS02",1740
100941,2019-10-13,9913493,"SHOES","SHOES02",2000
100944,2019-02-03,9900013,"BAG","BAG02",2325
100944,2019-02-03,9900692,"COSMETICS","COSMETICS03",1240
100944,2019-03-04,9900692,"COSMETICS","COSMETICS03",1240
100944,2019-03-04,9903802,"BAG","BAG02",7980
100944,2019-03-18,9902101,"BAG","BAG01",1140
100944,2019-03-18,9922972,"BAG","BAG02",3900
100944,2019-03-18,9901423,"BAG","BAG01",1720
100944,2019-05-01,9900013,"BAG","BAG02",2325
100944,2019-05-27,9910228,"COSMETICS","COSMETICS03",11215
100944,2019-06-03,9901638,"BAG","BAG03",1300
100944,2019-08-10,9901423,"BAG","BAG01",1720
100944,2019-08-10,9900013,"BAG","BAG02",2325
100944,2019-08-10,9900692,"COSMETICS","COSMETICS03",2480
100944,2019-09-01,9913930,"COSMETICS","COSMETICS03",5230
100944,2019-09-24,9903312,"SHOES","SHOES03",1080
100944,2019-09-24,9900013,"BAG","BAG02",1990
100944,2019-10-29,9905867,"COSMETICS","COSMETICS03",1520
100944,2019-10-29,9900013,"BAG","BAG02",2325
100944,2019-11-05,9913930,"COSMETICS","COSMETICS03",2615
100944,2019-12-14,9900692,"COSMETICS","COSMETICS03",1180
100946,2019-01-02,9926464,"COSMETICS","COSMETICS03",2860
100946,2019-03-23,9900236,"SHOES","SHOES02",1150
100946,2019-03-23,9901014,"SHOES","SHOES02",2160
100947,2019-02-13,9900451,"SHOES","SHOES02",11850
100947,2019-02-13,9900087,"SHOES","SHOES02",1440
100947,2019-02-13,9902803,"SHOES","SHOES02",1377
100947,2019-04-24,9900451,"SHOES","SHOES02",11850
100947,2019-08-14,9902791,"SHOES","SHOES03",12800
100947,2019-08-14,9900227,"COSMETICS","COSMETICS02",3250
100947,2019-08-14,9900830,"SHOES","SHOES02",4800
100947,2019-10-02,9900217,"COSMETICS","COSMETICS02",6980
100948,2019-10-30,9900236,"SHOES","SHOES02",1280
100949,2019-01-11,9918589,"BAG","BAG02",7600
100949,2019-01-11,9917859,"COSMETICS","COSMETICS02",1824
100949,2019-01-11,9901303,"BAG","BAG02",2660
100949,2019-01-11,9932055,"BAG","BAG03",2188
100949,2019-01-11,9938817,"BAG","BAG03",5407
100949,2019-01-11,9926372,"BAG","BAG03",2457
100949,2019-01-11,9938823,"COSMETICS","COSMETICS03",3914
100949,2019-01-11,9915832,"COSMETICS","COSMETICS03",1806
100949,2019-01-11,9920440,"COSMETICS","COSMETICS03",1288
100949,2019-01-11,9901326,"BAG","BAG02",3040
100949,2019-01-14,9938820,"BAG","BAG03",2400
100949,2019-01-18,9901811,"BAG","BAG03",1136
100949,2019-01-28,9938823,"COSMETICS","COSMETICS03",2060
100949,2019-03-17,9921965,"BAG","BAG03",2215
100949,2019-03-21,9919288,"COSMETICS","COSMETICS03",4940
100949,2019-06-08,9902417,"BAG","BAG03",1190
100949,2019-06-08,9917432,"COSMETICS","COSMETICS03",2982
100949,2019-06-08,9935655,"BAG","BAG02",5100
100949,2019-06-08,9938821,"COSMETICS","COSMETICS02",4400
100949,2019-06-08,9911324,"BAG","BAG03",1458
100949,2019-06-08,9907339,"BAG","BAG02",1500
100949,2019-06-08,9917645,"BAG","BAG03",26615
100949,2019-06-08,9903689,"BAG","BAG02",1500
100949,2019-06-14,9910955,"SHOES","SHOES03",1449
100949,2019-06-14,9923220,"COSMETICS","COSMETICS03",1769
100949,2019-06-14,9902417,"BAG","BAG03",1695
100949,2019-07-03,9900580,"SHOES","SHOES03",1960
100949,2019-11-22,9901432,"COSMETICS","COSMETICS03",1146
100949,2019-11-22,9900680,"BAG","BAG03",1717
100953,2019-01-09,9900181,"COSMETICS","COSMETICS02",5000
100956,2019-06-02,9902512,"COSMETICS","COSMETICS03",2682
100957,2019-02-12,9900307,"BAG","BAG02",1728
100957,2019-05-19,9909737,"BAG","BAG03",3369
100957,2019-06-05,9900307,"BAG","BAG02",1728
100957,2019-08-14,9903272,"COSMETICS","COSMETICS03",5580
100957,2019-08-14,9900789,"COSMETICS","COSMETICS03",5580
100957,2019-08-14,9900307,"BAG","BAG02",1440
100957,2019-08-22,9904167,"BAG","BAG03",1596
100957,2019-09-05,9900917,"SHOES","SHOES03",1178
100957,2019-09-30,9901443,"COSMETICS","COSMETICS03",5160
100957,2019-10-26,9900307,"BAG","BAG02",2070
100957,2019-11-07,9914865,"COSMETICS","COSMETICS03",7307
100957,2019-12-05,9900917,"SHOES","SHOES03",1178
100959,2019-02-26,9901363,"SHOES","SHOES02",11390
100959,2019-06-16,9901363,"SHOES","SHOES02",9045
100959,2019-07-14,9900735,"SHOES","SHOES02",1080
100959,2019-10-30,9903416,"COSMETICS","COSMETICS03",6400
100959,2019-12-15,9900087,"SHOES","SHOES02",1760
100959,2019-12-15,9900431,"SHOES","SHOES01",9000
100962,2019-04-19,9901434,"COSMETICS","COSMETICS03",1850
100962,2019-07-07,9902761,"COSMETICS","COSMETICS02",1000
100962,2019-07-07,9900954,"SHOES","SHOES02",2954
100962,2019-07-20,9914811,"COSMETICS","COSMETICS03",1700
100962,2019-08-18,9900898,"COSMETICS","COSMETICS03",1320
100962,2019-12-16,9906412,"COSMETICS","COSMETICS03",2200
100964,2019-03-08,9930714,"COSMETICS","COSMETICS03",1769
100964,2019-03-08,9907850,"SHOES","SHOES02",2980
100964,2019-03-27,9906600,"SHOES","SHOES01",1230
100964,2019-04-27,9900409,"SHOES","SHOES02",3980
100964,2019-04-27,9909012,"COSMETICS","COSMETICS03",3166
100964,2019-07-10,9929971,"SHOES","SHOES03",48000
100964,2019-08-19,9900078,"COSMETICS","COSMETICS03",2100
100964,2019-08-19,9901364,"SHOES","SHOES02",1320
100964,2019-11-10,9910450,"COSMETICS","COSMETICS01",1175
100964,2019-12-28,9905426,"SHOES","SHOES03",25000
100965,2019-10-06,9901456,"SHOES","SHOES02",4800
100965,2019-12-18,9905131,"SHOES","SHOES02",2690
100966,2019-01-09,9900520,"SHOES","SHOES02",1080
100966,2019-01-09,9907974,"SHOES","SHOES02",1285
100966,2019-06-05,9920765,"SHOES","SHOES02",2272
100966,2019-06-05,9905242,"SHOES","SHOES02",1296
100966,2019-06-05,9904082,"SHOES","SHOES02",1330
100966,2019-06-05,9927801,"SHOES","SHOES02",1656
100966,2019-06-10,9900409,"SHOES","SHOES02",3580
100966,2019-10-30,9903470,"SHOES","SHOES02",1476
100966,2019-11-13,9912213,"SHOES","SHOES01",5429
100966,2019-11-13,9905819,"SHOES","SHOES02",3771
100968,2019-03-03,9902953,"SHOES","SHOES02",7560
100968,2019-03-03,9904977,"SHOES","SHOES01",5750
100972,2019-07-01,9901187,"SHOES","SHOES03",2700
100972,2019-07-06,9900232,"SHOES","SHOES03",1980
100972,2019-07-06,9900177,"SHOES","SHOES03",1080
100972,2019-09-30,9900735,"SHOES","SHOES03",15000
100972,2019-10-26,9924112,"SHOES","SHOES03",1480
100972,2019-10-26,9900701,"SHOES","SHOES03",1280
100972,2019-10-26,9905761,"SHOES","SHOES03",13500
100972,2019-10-26,9906245,"SHOES","SHOES03",1320
100972,2019-10-26,9919092,"SHOES","SHOES03",1620
100972,2019-11-19,9900954,"SHOES","SHOES03",5908
100972,2019-11-19,9902648,"BAG","BAG03",4920
100973,2019-03-13,9904977,"SHOES","SHOES03",5750
100973,2019-05-30,9901412,"BAG","BAG03",4703
100973,2019-05-30,9900307,"BAG","BAG02",1640
100973,2019-12-29,9905859,"SHOES","SHOES02",1530
100977,2019-03-13,9900177,"SHOES","SHOES02",1080
100977,2019-03-13,9903551,"SHOES","SHOES02",1980
100977,2019-04-11,9903193,"SHOES","SHOES02",2300
100977,2019-05-04,9900177,"SHOES","SHOES02",1620
100977,2019-08-19,9900432,"SHOES","SHOES02",1800
100977,2019-10-14,9906347,"SHOES","SHOES03",9900
100977,2019-10-14,9900087,"SHOES","SHOES02",1440
100977,2019-11-24,9900013,"BAG","BAG02",1194
100977,2019-12-10,9903551,"SHOES","SHOES02",2200
100978,2019-02-09,9902797,"SHOES","SHOES02",1100
100978,2019-02-16,9901451,"SHOES","SHOES02",9900
100978,2019-02-16,9905072,"SHOES","SHOES02",1500
100978,2019-02-16,9905504,"SHOES","SHOES02",9900
100978,2019-02-16,9905504,"SHOES","SHOES02",1980
100978,2019-05-20,9905504,"SHOES","SHOES02",9900
100978,2019-05-29,9908684,"SHOES","SHOES02",1079
100978,2019-05-29,9907606,"SHOES","SHOES02",3960
100978,2019-06-17,9933698,"COSMETICS","COSMETICS02",7380
100978,2019-06-17,9927583,"COSMETICS","COSMETICS03",4580
100978,2019-08-07,9909384,"SHOES","SHOES02",1768
100978,2019-09-14,9921657,"SHOES","SHOES02",1723
100978,2019-10-21,9900078,"COSMETICS","COSMETICS03",4200
100978,2019-10-22,9900699,"SHOES","SHOES02",2268
100978,2019-10-22,9900958,"SHOES","SHOES02",2268
100979,2019-12-05,9909278,"COSMETICS","COSMETICS02",1034
100981,2019-01-13,9900307,"BAG","BAG02",5760
100981,2019-02-09,9900307,"BAG","BAG02",5760
100981,2019-03-06,9905201,"COSMETICS","COSMETICS02",1644
100981,2019-03-09,9900307,"BAG","BAG02",5760
100981,2019-04-14,9900307,"BAG","BAG02",5760
100981,2019-05-11,9905182,"SHOES","SHOES02",2430
100981,2019-05-11,9900307,"BAG","BAG02",2880
100981,2019-06-09,9900307,"BAG","BAG02",5760
100981,2019-07-13,9900307,"BAG","BAG02",5760
100981,2019-08-13,9900307,"BAG","BAG02",2880
100981,2019-09-07,9900307,"BAG","BAG02",2304
100981,2019-09-24,9900013,"BAG","BAG02",4776
100981,2019-11-10,9900307,"BAG","BAG02",3456
100982,2019-01-01,9900734,"SHOES","SHOES02",1378
100982,2019-01-23,9904965,"SHOES","SHOES02",1780
100985,2019-01-04,9905381,"SHOES","SHOES03",2708
100985,2019-01-15,9938853,"BAG","BAG03",5000
